,ID,Delivery_person_ID,Delivery_person_Age,Delivery_person_Ratings,Restaurant_latitude,Restaurant_longitude,Delivery_location_latitude,Delivery_location_longitude,Order_Date,Time_Orderd,Time_Order_picked,Weather_conditions,Road_traffic_density,Vehicle_condition,Type_of_order,Type_of_vehicle,multiple_deliveries,Festival,City,Time_taken (min)
3096,0x574e,HYDRES13DEL01,39.0,4.8,17.431477,78.40035,17.541477,78.51035,23-03-2022,18:30,18:35,Sandstorms,Medium,2,Snack,scooter,0.0,No,Metropolitian,27
24580,0xae4d,COIMBRES09DEL01,22.0,4.0,11.008638,76.984311,11.078638,77.054311,14-03-2022,18:10,18:20,Stormy,Medium,0,Drinks,motorcycle,0.0,No,Metropolitian,32
12617,0x21e9,RANCHIRES11DEL03,39.0,4.4,23.359194,85.325447,23.449194,85.415447,27-03-2022,19:55,20:05,Windy,Jam,0,Drinks,motorcycle,3.0,Yes,Metropolitian,54
29712,0x8234,RANCHIRES03DEL02,29.0,4.9,0.0,0.0,0.08,0.08,27-03-2022,22:50,23:05,Stormy,Low,1,Snack,motorcycle,1.0,No,Urban,11
39750,0xae59,COIMBRES18DEL03,39.0,4.1,11.02091,76.940432,11.05091,76.970432,01-03-2022,20:50,20:55,Windy,Jam,2,Drinks,electric_scooter,1.0,No,Metropolitian,33
26814,0xb8fb,HYDRES09DEL01,34.0,4.6,17.431668,78.408321,17.441668,78.418321,05-03-2022,0.375,09:05,Cloudy,Low,0,Snack,motorcycle,1.0,No,Metropolitian,29
40013,0x33ea,SURRES18DEL01,36.0,4.5,21.149834,72.778666,21.159834,72.788666,24-03-2022,11:50,11:55,Sunny,High,2,Drinks,scooter,1.0,No,Urban,15
8450,0x3afb,MUMRES11DEL03,35.0,4.9,18.994237,72.825553,19.024237,72.855553,15-03-2022,20:35,20:45,Sunny,Jam,2,Snack,electric_scooter,0.0,No,Urban,19
32266,0xc441,ALHRES01DEL03,27.0,4.5,25.454648,81.834502,25.484648,81.864502,15-02-2022,23:10,23:15,Sandstorms,Low,1,Drinks,scooter,0.0,No,Metropolitian,11
33278,0xc9aa,KNPRES20DEL01,29.0,2.6,26.47,80.35,26.58,80.46,14-02-2022,1,24:05:00,Sunny,Low,2,Buffet,electric_scooter,1.0,No,Metropolitian,31
6914,0xa34,BANGRES12DEL02,,,12.939496,77.625999,13.069496,77.755999,20-03-2022,,22:35,Fog,Low,1,Buffet,motorcycle,1.0,No,Urban,30
39416,0xa32e,JAPRES04DEL02,30.0,4.3,26.902328,75.794257,27.032328,75.924257,31-03-2022,17:20,17:35,Stormy,Medium,0,Drinks,motorcycle,0.0,No,Metropolitian,36
21502,0x8fec,RANCHIRES17DEL01,23.0,5.0,23.374878,85.335739,23.384878,85.345739,13-03-2022,10:45,10:50,Stormy,Low,1,Meal,motorcycle,1.0,No,Urban,17
45394,0xa735,MUMRES19DEL01,23.0,4.8,19.131141,72.813074,19.17114,72.853074,01-04-2022,14:40,14:50,Cloudy,High,0,Drinks,motorcycle,1.0,No,Metropolitian,22
14447,0x799,HYDRES17DEL03,32.0,4.8,17.451976,78.385883,17.481976,78.415883,05-04-2022,20:20,20:30,Sandstorms,Jam,1,Drinks,motorcycle,1.0,No,Metropolitian,29
4342,0x278c,COIMBRES13DEL02,26.0,4.2,11.003669,76.976494,11.023669,76.996494,07-03-2022,09:55,10:05,Stormy,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,29
4998,0x76fe,BANGRES20DEL03,25.0,4.3,12.972161,77.596014,13.062161,77.686014,14-03-2022,18:50,19:05,Windy,Medium,0,Meal,motorcycle,,No,,38
20649,0x96b8,MYSRES12DEL01,36.0,4.6,12.284747,76.625861,12.294747,76.635861,28-03-2022,11:40,11:50,Sandstorms,High,1,Buffet,motorcycle,0.0,No,Metropolitian,30
6898,0x1919,BANGRES010DEL02,23.0,4.6,12.933298,77.614293,13.063298,77.744293,12-03-2022,19:45,19:55,Sandstorms,Jam,2,Meal,motorcycle,0.0,No,Metropolitian,20
24184,0x6e76,JAPRES03DEL01,24.0,4.6,26.913483,75.803139,26.923483,75.813139,03-03-2022,08:15,08:25,Windy,Low,1,Drinks,scooter,1.0,No,Urban,16
10065,0x404d,BANGRES03DEL01,26.0,4.6,12.979166,77.640709,13.049166,77.710709,25-03-2022,19:15,19:20,Stormy,Jam,2,Buffet,scooter,1.0,No,Metropolitian,23
35279,0x774a,HYDRES14DEL02,36.0,4.7,17.426228,78.407495,17.556228,78.537495,14-03-2022,23:25,23:40,Stormy,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,23
24015,0x2ac1,COIMBRES05DEL02,31.0,5.0,11.022169,76.999594,11.072169,77.049594,11-03-2022,21:50,21:55,Stormy,Jam,2,Snack,scooter,1.0,No,Metropolitian,34
21245,0x1777,INDORES06DEL03,37.0,4.2,22.728163,75.884212,22.788163,75.944212,19-03-2022,20:25,20:30,Cloudy,Jam,0,Drinks,motorcycle,0.0,No,Metropolitian,34
26135,0x910f,INDORES09DEL03,38.0,4.8,22.725835,75.887648,22.815835,75.977648,27-03-2022,23:30,23:45,Cloudy,Low,1,Snack,scooter,1.0,No,Metropolitian,25
43882,0x9b35,VADRES03DEL02,26.0,4.6,22.32,73.17,22.37,73.22,24-03-2022,19:20,19:30,Windy,Jam,0,Drinks,motorcycle,0.0,No,Metropolitian,16
32614,0xbc1f,MYSRES08DEL02,20.0,4.9,12.297954,76.665169,12.347954,76.715169,01-03-2022,22:15,22:20,Fog,Low,2,Meal,motorcycle,0.0,No,Urban,14
36548,0xc0c1,AURGRES17DEL02,26.0,4.9,-19.876994,75.372353,20.006994,75.502353,12-02-2022,21:55,0.916666667,Cloudy,Jam,0,Meal,motorcycle,2.0,No,Metropolitian,42
20166,0xc85b,AURGRES03DEL02,35.0,4.4,19.874733,75.353942,19.894733,75.373942,13-02-2022,08:30,08:35,Windy,Low,0,Drinks,motorcycle,0.0,No,Metropolitian,20
7722,0x51de,COIMBRES20DEL01,34.0,4.4,10.994136,76.963303,11.034136,77.003303,01-03-2022,12:10,12:25,Cloudy,High,1,Snack,scooter,1.0,No,Metropolitian,39
19293,0x3dc3,HYDRES04DEL01,22.0,4.9,17.411028,78.329645,17.451028,78.369645,01-03-2022,16:10,16:20,Stormy,Medium,2,Buffet,electric_scooter,1.0,No,Metropolitian,20
1357,0x4769,VADRES010DEL03,25.0,4.5,22.310329,73.169083,22.370329,73.229083,09-03-2022,21:35,21:40,Sunny,Jam,2,Drinks,motorcycle,0.0,No,Metropolitian,11
21998,0x29b3,PUNERES04DEL03,36.0,4.7,18.51421,73.838429,18.54421,73.868429,01-04-2022,17:50,0.75,Sandstorms,Medium,2,Meal,scooter,0.0,No,Urban,28
2525,0x48bf,CHENRES13DEL01,34.0,4.7,13.027018,80.254791,13.097018,80.324791,02-04-2022,20:25,20:35,Cloudy,Jam,2,Drinks,electric_scooter,2.0,Yes,Urban,41
13282,0x2ce3,MUMRES13DEL01,37.0,4.8,19.178321,72.834715,19.288321,72.944715,12-03-2022,22:25,22:30,Sunny,Low,1,Meal,scooter,1.0,No,Urban,29
9027,0x43a8,MYSRES16DEL02,26.0,4.8,12.316967,76.603067,12.336967,76.623067,01-04-2022,09:45,09:50,Cloudy,Low,2,Buffet,scooter,1.0,No,Urban,16
35870,0x8c19,CHENRES05DEL02,28.0,4.2,13.058616,80.264151,13.108616,80.314151,03-03-2022,20:30,20:35,Sunny,Jam,0,Meal,motorcycle,3.0,No,Metropolitian,49
30633,0xbfc3,BHPRES010DEL02,25.0,4.7,23.266261,77.379605,23.286261,77.399605,15-02-2022,09:45,0.416666667,Fog,Low,1,Buffet,motorcycle,0.0,,Metropolitian,10
39357,0xc747,BHPRES13DEL01,32.0,4.9,23.230791,77.43702,23.340791,77.54702,18-02-2022,22:20,22:25,Sunny,Low,2,Snack,motorcycle,1.0,No,,17
18392,0x28f3,MUMRES08DEL02,26.0,4.7,19.065838,72.832658,19.145838,72.912658,31-03-2022,17:45,17:50,Cloudy,Medium,1,Drinks,motorcycle,1.0,No,Metropolitian,28
16993,0x951d,HYDRES08DEL02,37.0,4.9,17.438263,78.397865,17.568263,78.527865,06-04-2022,22:20,22:30,Sandstorms,Low,1,Buffet,motorcycle,1.0,No,Urban,15
25285,0x1ce6,JAPRES03DEL02,31.0,4.7,26.913483,75.803139,26.963483,75.853139,01-03-2022,21:25,21:35,Windy,Jam,0,Snack,motorcycle,0.0,No,Metropolitian,47
35185,0x92c8,MYSRES16DEL01,27.0,4.7,12.316967,76.603067,12.386967,76.673067,23-03-2022,19:35,19:40,Stormy,Jam,2,Drinks,scooter,1.0,No,Metropolitian,15
44949,0xa4f1,BANGRES02DEL02,39.0,4.8,12.970221,77.645396,13.020221,77.695396,26-03-2022,21:55,0.916666667,Sunny,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,24
21046,0xdd15,KNPRES08DEL03,28.0,4.9,0.0,0.0,0.03,0.03,11-02-2022,22:40,22:45,Stormy,Low,2,Snack,scooter,0.0,No,Urban,15
37365,0xbd48,SURRES12DEL02,28.0,4.8,21.183434,72.814492,21.263434,72.894492,25-03-2022,18:45,18:55,Cloudy,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,33
43043,0x26fe,MYSRES02DEL03,26.0,4.5,12.304569,76.643622,12.364569,76.703622,01-03-2022,19:10,19:25,Cloudy,Jam,1,Snack,motorcycle,1.0,No,Metropolitian,26
28095,0x4696,CHENRES08DEL01,39.0,4.3,13.022394,80.242439,13.032394,80.252439,30-03-2022,10:35,10:45,Sandstorms,Low,0,Buffet,motorcycle,0.0,No,,22
8133,0x2b3e,MYSRES19DEL02,26.0,4.5,12.334022,76.618203,12.384022,76.668203,03-03-2022,19:10,19:25,Sandstorms,Jam,2,Drinks,motorcycle,1.0,No,Urban,14
5306,0x6a16,PUNERES17DEL02,30.0,3.7,18.530963,73.828972,18.610963,73.908972,25-03-2022,20:20,20:35,Sandstorms,Jam,2,Meal,scooter,1.0,No,Metropolitian,33
2577,0x7906,VADRES13DEL01,33.0,4.4,22.310237,73.158921,22.420237,73.268921,10-03-2022,0.916666667,22:15,Cloudy,Jam,2,Snack,scooter,0.0,No,Metropolitian,48
41623,0xd07d,KNPRES07DEL02,27.0,4.9,26.472001,80.354002,26.602001,80.484002,16-02-2022,18:10,18:25,Stormy,Medium,1,Snack,scooter,1.0,No,Metropolitian,26
44466,0xa533,MUMRES04DEL01,37.0,4.9,19.254567,72.848923,19.264567,72.858923,09-03-2022,11:55,12:10,Sandstorms,High,2,Snack,scooter,0.0,No,Metropolitian,26
7978,0x8715,CHENRES19DEL02,27.0,4.2,12.986047,80.218114,13.006047,80.238114,03-04-2022,09:45,09:50,Sandstorms,Low,0,Meal,motorcycle,1.0,No,Metropolitian,24
20794,0x2110,INDORES16DEL02,39.0,4.8,22.744648,75.894377,22.874648,76.024377,10-03-2022,18:40,18:45,Sandstorms,Medium,1,Drinks,scooter,0.0,No,Metropolitian,25
5421,0x605c,VADRES010DEL02,28.0,4.4,22.310329,73.169083,22.330329,73.189083,19-03-2022,09:40,09:50,Sandstorms,Low,0,Meal,motorcycle,1.0,No,Urban,15
14883,0x280e,BANGRES09DEL03,34.0,3.7,12.934179,77.615797,13.024179,77.705797,08-03-2022,23:35,23:40,Fog,Low,1,Meal,motorcycle,2.0,No,Metropolitian,33
8982,0xdf3,MUMRES20DEL02,31.0,4.6,19.103249,72.846749,19.123249,72.866749,13-03-2022,10:20,10:25,Fog,Low,2,Snack,electric_scooter,1.0,No,Metropolitian,15
30634,0xd7d2,LUDHRES06DEL02,38.0,4.9,30.895204,75.822103,30.945204,75.872103,11-02-2022,19:15,19:30,Fog,Jam,1,Snack,motorcycle,0.0,No,Metropolitian,31
7409,0x85bd,PUNERES01DEL01,34.0,4.8,18.569156,73.774723,18.579156,73.784723,15-03-2022,09:40,09:55,Stormy,Low,2,Buffet,motorcycle,1.0,No,Metropolitian,23
12507,0x1147,HYDRES18DEL01,,,17.450851,78.379347,17.520851,78.449347,14-03-2022,,20:45,,,3,Snack,electric_scooter,2.0,No,Urban,40
251,0xe76,CHENRES06DEL02,,,13.054347,80.257221,13.104347,80.307221,15-03-2022,18:35,18:40,Cloudy,Medium,1,Snack,scooter,1.0,No,Urban,19
35570,0x6cab,HYDRES14DEL02,37.0,4.4,17.426228,78.407495,17.506228,78.487495,02-03-2022,17:40,17:55,Sunny,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,39
12083,0x5686,INDORES07DEL01,28.0,4.9,22.722634,75.886959,22.832634,75.996959,14-03-2022,23:15,23:30,Windy,Low,0,Snack,motorcycle,1.0,No,Metropolitian,15
36010,0x897c,MUMRES18DEL01,37.0,4.5,19.1093,72.825451,19.2193,72.935451,29-03-2022,19:30,19:45,Fog,Jam,0,Meal,motorcycle,2.0,No,Metropolitian,51
4819,0xd77c,AGRRES16DEL03,37.0,4.9,0.0,0.0,0.09,0.09,14-02-2022,21:35,21:45,Sandstorms,Jam,1,Buffet,motorcycle,1.0,No,Urban,29
34442,0xd2db,KOLRES010DEL01,37.0,4.6,22.538999,88.322337,22.548999,88.332337,17-02-2022,0.5,12:15,Windy,High,2,Snack,scooter,1.0,No,Metropolitian,25
19652,0x3468,JAPRES06DEL02,22.0,4.8,26.911927,75.797282,26.931927,75.817282,28-03-2022,08:15,08:25,Stormy,Low,2,Meal,motorcycle,0.0,No,Metropolitian,19
20966,0x834f,VADRES13DEL03,39.0,4.7,22.310237,73.158921,22.340237,73.188921,05-03-2022,23:55,24:05:00,Cloudy,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,21
26389,0x7881,INDORES01DEL01,26.0,4.8,22.695207,75.866059,22.805207,75.976059,04-03-2022,0.958333333,23:05,Windy,Low,2,Snack,scooter,0.0,No,Metropolitian,19
20417,0x3800,CHENRES12DEL01,35.0,4.3,12.972793,80.249982,13.042793,80.319982,06-04-2022,18:50,18:55,Windy,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,46
40484,0x7bac,BANGRES20DEL03,30.0,4.8,12.972161,77.596014,13.002161,77.626014,05-03-2022,17:25,17:40,Cloudy,Medium,0,Drinks,motorcycle,0.0,No,Metropolitian,27
35120,0x939c,INDORES14DEL03,27.0,4.7,22.761593,75.886362,22.791593,75.916362,26-03-2022,0.75,18:05,Fog,Medium,0,Buffet,motorcycle,1.0,No,Urban,28
8860,0x735e,RANCHIRES15DEL01,30.0,4.6,23.369746,85.33982,23.479746,85.44982,20-03-2022,21:25,21:35,Stormy,Jam,0,Buffet,motorcycle,3.0,Yes,Metropolitian,54
26354,0x52a5,HYDRES19DEL01,30.0,5.0,17.458998,78.500366,17.498998,78.540366,03-04-2022,14:45,0.625,Fog,High,0,Snack,motorcycle,0.0,No,Metropolitian,27
32645,0xdfb2,GOARES06DEL02,23.0,4.6,15.56155,73.749092,15.58155,73.769092,15-02-2022,11:30,11:35,Fog,High,1,Buffet,motorcycle,2.0,No,Metropolitian,33
29368,0x8bf7,COIMBRES05DEL02,32.0,4.7,11.022169,76.999594,11.072169,77.049594,03-03-2022,20:50,20:55,Fog,Jam,1,Buffet,scooter,1.0,No,Metropolitian,29
31751,0xb71b,VADRES06DEL01,31.0,4.8,22.31279,73.170283,22.32279,73.180283,13-03-2022,09:25,09:30,Cloudy,Low,1,Meal,motorcycle,1.0,No,Metropolitian,15
45051,0xcc9f,ALHRES12DEL02,32.0,4.7,25.443994,81.860187,25.573994,81.990187,12-02-2022,17:55,18:05,Windy,Medium,1,Meal,motorcycle,0.0,No,Metropolitian,25
542,0xa8b9,VADRES12DEL02,20.0,4.9,0.0,0.0,0.02,0.02,03-04-2022,08:10,08:20,Stormy,Low,1,Meal,motorcycle,1.0,No,Urban,11
3852,0xbd41,MYSRES04DEL02,24.0,4.8,12.3085,76.665808,12.3585,76.715808,15-03-2022,18:35,18:40,Stormy,Medium,1,Snack,scooter,0.0,No,Urban,25
12033,0x842c,INDORES09DEL01,37.0,4.5,22.725835,75.887648,22.735835,75.897648,19-03-2022,09:30,09:40,Fog,Low,2,Meal,motorcycle,1.0,No,Metropolitian,16
6002,0x82e0,COIMBRES04DEL02,27.0,4.5,11.024839,77.007003,11.154839,77.137003,04-03-2022,21:20,21:30,Stormy,Jam,1,Drinks,motorcycle,1.0,No,Metropolitian,15
5198,0x5daf,INDORES02DEL02,20.0,4.9,22.651847,75.881991,22.701847,75.931991,15-03-2022,20:25,20:35,Stormy,Jam,1,Drinks,scooter,1.0,No,Metropolitian,22
27565,0x2375,MUMRES14DEL03,36.0,4.7,19.1813,72.836191,19.2713,72.926191,06-03-2022,20:35,20:45,Fog,Jam,0,Buffet,motorcycle,1.0,Yes,Urban,45
39492,0x306a,RANCHIRES19DEL03,24.0,4.9,23.333017,85.3172,23.363017,85.3472,09-03-2022,22:40,22:50,Windy,Low,2,Drinks,scooter,,No,Urban,11
8354,0x1338,JAPRES18DEL03,28.0,4.6,26.913987,75.752891,27.003987,75.842891,10-03-2022,22:50,0.958333333,Sandstorms,Low,2,Buffet,scooter,0.0,No,Urban,10
24393,0x9de8,MYSRES010DEL01,32.0,4.7,12.321214,76.621094,12.331214,76.631094,21-03-2022,08:30,08:35,Windy,Low,1,Snack,scooter,1.0,No,Metropolitian,26
39817,0xbb2c,BANGRES04DEL01,33.0,4.7,12.98041,77.640489,12.99041,77.650489,03-04-2022,08:55,0.375,Cloudy,Low,0,Drinks,motorcycle,0.0,No,Metropolitian,24
25334,0x4867,JAPRES19DEL02,21.0,4.7,26.913726,75.75282,26.993726,75.83282,04-04-2022,21:20,21:30,Cloudy,Jam,2,Buffet,scooter,1.0,No,Metropolitian,44
12423,0x144e,BANGRES16DEL02,38.0,4.7,13.029198,77.570997,13.159198,77.700997,02-03-2022,1,24:15:00,Cloudy,Low,2,Drinks,motorcycle,1.0,No,Urban,28
20819,0x40cd,INDORES02DEL03,28.0,4.7,22.651847,75.881991,22.681847,75.911991,21-03-2022,20:25,20:30,Windy,Jam,1,Drinks,scooter,1.0,No,Urban,26
42962,0x5c71,COIMBRES18DEL02,36.0,4.9,11.02091,76.940432,11.10091,77.020432,12-03-2022,21:25,21:35,Sandstorms,Jam,0,Meal,motorcycle,1.0,No,Urban,36
26078,0x97f9,HYDRES08DEL02,26.0,4.7,17.438263,78.397865,17.488263,78.447865,28-03-2022,19:40,19:50,Fog,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,27
45573,0x59ae,PUNERES13DEL02,30.0,4.6,18.56245,73.916619,18.58245,73.936619,01-04-2022,0.375,09:15,Cloudy,Low,0,Meal,motorcycle,0.0,No,Metropolitian,20
39774,0xaf08,INDORES02DEL03,23.0,4.9,22.651847,75.881991,22.741847,75.971991,06-04-2022,22:50,0.958333333,Sunny,Low,0,Buffet,motorcycle,,No,Metropolitian,26
39751,0x739b,INDORES09DEL03,38.0,4.8,22.725835,75.887648,22.755835,75.917648,30-03-2022,19:30,19:40,Sunny,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,20
6326,0x521c,INDORES010DEL03,33.0,4.7,22.75004,75.902847,22.81004,75.962847,11-03-2022,17:45,17:50,Fog,Medium,2,Snack,motorcycle,0.0,No,Metropolitian,17
13413,0xd963,KOLRES11DEL01,28.0,4.9,22.577821,88.400581,22.617821,88.440581,11-02-2022,14:50,15:05,Stormy,High,0,Meal,motorcycle,1.0,No,Urban,22
2917,0x8ef8,INDORES20DEL02,28.0,4.8,22.732225,75.874765,22.752225,75.894765,11-03-2022,08:50,09:05,Stormy,Low,2,Drinks,electric_scooter,1.0,No,Metropolitian,16
2229,0x40ba,COIMBRES05DEL01,22.0,4.9,11.022169,76.999594,11.132169,77.109594,04-03-2022,23:20,23:25,Cloudy,Low,2,Meal,scooter,1.0,No,Metropolitian,22
22807,0xbc4f,SURRES18DEL02,27.0,4.8,21.149834,72.778666,21.169834,72.798666,19-03-2022,08:20,08:35,Cloudy,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,21
16158,0x9ce6,RANCHIRES13DEL03,20.0,4.4,23.374989,85.335486,23.464989,85.425486,14-03-2022,20:10,20:20,Fog,Jam,1,Meal,scooter,2.0,No,,32
7963,0x31ae,MUMRES12DEL02,25.0,4.4,19.207222,72.972281,19.227222,72.992281,03-03-2022,10:15,10:25,Stormy,Low,0,Meal,motorcycle,1.0,No,Metropolitian,23
26827,0x1cab,VADRES11DEL03,21.0,4.3,22.308096,73.167753,22.368096,73.227753,01-03-2022,23:55,24:05:00,Windy,Low,0,Snack,motorcycle,1.0,No,Metropolitian,28
31905,0x3a8e,VADRES11DEL02,29.0,5.0,22.308096,73.167753,22.438096,73.297753,04-03-2022,18:35,18:45,Fog,Medium,1,Drinks,motorcycle,,No,Urban,30
20458,0x4723,PUNERES010DEL01,34.0,4.8,18.539299,73.897902,18.649299,74.007902,12-03-2022,20:25,20:40,Cloudy,Jam,2,Buffet,motorcycle,1.0,No,Metropolitian,42
39060,0xdc4a,ALHRES08DEL01,22.0,4.9,25.450329,81.834279,25.560329,81.944279,12-02-2022,23:35,23:50,Cloudy,Low,0,Drinks,motorcycle,0.0,No,Metropolitian,21
42896,0x791c,MUMRES09DEL03,27.0,4.5,18.994049,72.825203,19.054049,72.885203,03-04-2022,18:40,18:45,Cloudy,Medium,1,Snack,scooter,1.0,No,Urban,11
5654,0xbe02,BANGRES07DEL02,26.0,4.8,12.978453,77.643685,12.998453,77.663685,26-03-2022,09:20,09:35,Windy,Low,2,Drinks,electric_scooter,0.0,No,Metropolitian,18
3779,0xadf8,BANGRES02DEL03,22.0,4.6,12.970221,77.645396,13.060221,77.735396,20-03-2022,19:30,19:35,Fog,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,35
25315,0xc0c8,GOARES09DEL03,20.0,4.7,-15.303897,73.914336,15.393897,74.004336,14-02-2022,23:15,23:30,Sandstorms,Low,2,Meal,scooter,0.0,No,Metropolitian,17
3344,0x9186,CHENRES14DEL02,37.0,4.6,13.026279,80.174568,13.076279,80.224568,24-03-2022,21:15,21:30,Windy,Jam,1,Snack,motorcycle,1.0,No,Metropolitian,32
31261,0xb0a4,COIMBRES09DEL01,35.0,4.0,11.008638,76.984311,11.018638,76.994311,07-03-2022,11:40,11:50,Stormy,High,0,Meal,motorcycle,1.0,No,Metropolitian,31
36612,0x605d,CHENRES05DEL02,39.0,4.6,13.058616,80.264151,13.138616,80.344151,10-03-2022,0.875,21:10,Cloudy,Jam,0,Meal,motorcycle,2.0,Yes,Metropolitian,50
39753,0xdc05,LUDHRES16DEL01,25.0,4.0,30.895817,75.813112,31.005817,75.923112,16-02-2022,20:15,20:20,Cloudy,Jam,1,Buffet,scooter,1.0,No,Metropolitian,33
28140,0x684f,COIMBRES20DEL01,20.0,4.9,10.994136,76.963303,11.104136,77.073303,06-04-2022,22:45,22:50,Sandstorms,Low,0,Meal,motorcycle,1.0,No,Metropolitian,20
12967,0x856b,CHENRES02DEL02,30.0,4.8,13.086438,80.220672,13.106438,80.240672,17-03-2022,09:15,09:25,Sunny,Low,1,Drinks,motorcycle,,No,Metropolitian,12
23480,0xbb8c,CHENRES08DEL01,25.0,4.8,13.022394,80.242439,13.032394,80.252439,05-04-2022,09:55,10:05,Sunny,Low,1,Buffet,motorcycle,0.0,No,Urban,16
6633,0x9d28,CHENRES15DEL02,24.0,4.9,13.026286,80.275235,13.156286,80.405235,04-03-2022,17:40,17:50,Sunny,Medium,2,Drinks,scooter,0.0,No,Metropolitian,12
313,0x5b70,BANGRES04DEL02,24.0,4.6,12.98041,77.640489,13.06041,77.720489,23-03-2022,18:30,18:40,Windy,Medium,2,Snack,electric_scooter,0.0,No,Urban,24
26818,0x617,MYSRES09DEL03,,,12.323194,76.630583,12.353194,76.660583,30-03-2022,,0.875,Stormy,Jam,2,Drinks,scooter,1.0,No,Metropolitian,26
44678,0x84f0,SURRES07DEL02,26.0,4.8,21.170798,72.790489,21.250798,72.870489,27-03-2022,20:20,20:35,Sandstorms,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,28
5961,0x301e,BANGRES19DEL03,30.0,4.5,12.914264,77.6784,13.004264,77.7684,14-03-2022,23:25,23:40,Fog,Low,1,Drinks,motorcycle,1.0,No,Metropolitian,31
32223,0x4414,RANCHIRES02DEL01,26.0,5.0,0.0,0.0,0.04,0.04,13-03-2022,0.708333333,17:15,Windy,Medium,2,Drinks,scooter,1.0,No,Metropolitian,24
40462,0x2090,JAPRES17DEL03,33.0,4.2,26.892312,75.806896,26.922313,75.836896,11-03-2022,20:10,20:15,Cloudy,Jam,2,Meal,motorcycle,1.0,No,Metropolitian,39
13657,0x9b42,PUNERES06DEL02,30.0,5.0,18.546258,73.904337,18.566258,73.924337,15-03-2022,10:45,10:50,Stormy,Low,1,Meal,scooter,1.0,No,Metropolitian,24
4194,0xccb3,AURGRES14DEL02,39.0,4.1,19.875016,75.322405,20.005016,75.452405,12-02-2022,21:35,21:45,Stormy,Jam,2,Meal,scooter,3.0,Yes,Metropolitian,42
21270,0xce74,KOCRES06DEL02,36.0,4.9,9.982834,76.283268,10.112834,76.413268,12-02-2022,20:20,20:35,Fog,Jam,2,Buffet,electric_scooter,1.0,No,Metropolitian,41
4497,0x37fc,RANCHIRES05DEL01,24.0,4.3,23.355164,85.324097,23.395164,85.364097,05-03-2022,14:25,14:35,Stormy,High,0,Buffet,motorcycle,0.0,No,Metropolitian,37
23796,0x6d16,MUMRES09DEL02,32.0,4.7,18.994049,72.825203,19.124049,72.955203,04-04-2022,22:25,22:40,Windy,Low,0,Meal,motorcycle,1.0,No,Urban,29
10951,0x6bfc,JAPRES03DEL01,20.0,5.0,26.913483,75.803139,26.983483,75.873139,20-03-2022,22:35,22:50,Sandstorms,Low,1,Snack,motorcycle,,No,Metropolitian,10
42673,0xd707,KNPRES16DEL03,22.0,5.0,26.482581,80.315628,26.512581,80.345628,11-02-2022,0.833333333,20:05,Sunny,Jam,2,Snack,scooter,0.0,No,Metropolitian,17
13295,0x6a3d,JAPRES16DEL02,35.0,4.3,26.849596,75.800512,26.869596,75.820512,24-03-2022,08:40,08:50,Stormy,Low,0,Meal,motorcycle,1.0,No,Urban,24
25715,0xbeec,MYSRES17DEL02,37.0,4.6,12.326356,76.619103,12.376356,76.669103,07-03-2022,18:40,18:55,Windy,Medium,0,Snack,motorcycle,0.0,No,Urban,29
38755,0xd574,LUDHRES13DEL03,25.0,5.0,30.893234,75.82172,31.033234,75.96172,12-02-2022,20:50,20:55,Stormy,Jam,2,Buffet,scooter,1.0,No,,20
4650,0x1d46,PUNERES010DEL01,35.0,4.3,18.539299,73.897902,18.579299,73.937902,05-04-2022,14:55,0.625,Stormy,High,0,Buffet,motorcycle,1.0,No,Metropolitian,36
8223,0x48e4,VADRES07DEL02,23.0,4.9,0.0,0.0,0.05,0.05,09-03-2022,22:10,22:20,Cloudy,Low,1,Buffet,scooter,1.0,No,Urban,12
22887,0x9569,CHENRES09DEL02,35.0,4.6,13.044694,80.26147,13.174694,80.39147,16-03-2022,20:15,20:30,Sunny,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,33
21907,0x4727,CHENRES010DEL03,39.0,4.9,13.066762,80.251865,13.126762,80.311865,03-04-2022,23:15,23:20,Stormy,Low,1,Buffet,scooter,0.0,No,Metropolitian,20
9619,0xd642,BHPRES03DEL01,38.0,4.9,23.214294,77.435361,23.254294,77.475361,13-02-2022,16:50,16:55,Sunny,Medium,2,Snack,scooter,0.0,No,Urban,22
28980,0x1e45,JAPRES09DEL02,32.0,4.9,26.911378,75.789034,26.991378,75.869034,25-03-2022,20:15,20:20,Sandstorms,Jam,1,Snack,scooter,1.0,No,Urban,27
