Unnamed: 0,Delivery_person_Age,Delivery_person_Ratings,Weather_conditions,Road_traffic_density,Vehicle_condition,Type_of_order,Type_of_vehicle,multiple_deliveries,Festival,City,Time_taken (min),distance
12967,30.0,4.8,Sunny,Low,1,Drinks,motorcycle,,No,Metropolitian,12,3.1044353979039836
23480,25.0,4.8,Sunny,Low,1,Buffet,motorcycle,0.0,No,Urban,16,1.5524290103805005
6633,24.0,4.9,Sunny,Medium,2,Drinks,scooter,0.0,No,Metropolitian,12,20.179033045444367
313,24.0,4.6,Windy,Medium,2,Snack,electric_scooter,0.0,No,Urban,24,12.419602040798763
26818,,,Stormy,Jam,2,Drinks,scooter,1.0,No,Metropolitian,26,4.663439017256739
44678,26.0,4.8,Sandstorms,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,28,12.161615481392904
5961,30.0,4.5,Fog,Low,1,Drinks,motorcycle,1.0,No,Metropolitian,31,13.97372748658006
32223,26.0,5.0,Windy,Medium,2,Drinks,scooter,1.0,No,Metropolitian,24,6.29013467758336
40462,33.0,4.2,Cloudy,Jam,2,Meal,motorcycle,1.0,No,Metropolitian,39,4.469620875318019
13657,30.0,5.0,Stormy,Low,1,Meal,scooter,1.0,No,Metropolitian,24,3.0644047281382125
4194,39.0,4.1,Stormy,Jam,2,Meal,scooter,3.0,Yes,Metropolitian,42,19.83962567958488
21270,36.0,4.9,Fog,Jam,2,Buffet,electric_scooter,1.0,No,Metropolitian,41,20.286769465749792
4497,24.0,4.3,Stormy,High,0,Buffet,motorcycle,0.0,No,Metropolitian,37,6.0375291764930346
23796,32.0,4.7,Windy,Low,0,Meal,motorcycle,1.0,No,Urban,29,19.890514223038014
10951,20.0,5.0,Sandstorms,Low,1,Snack,motorcycle,,No,Metropolitian,10,10.427235657707744
42673,22.0,5.0,Sunny,Jam,2,Snack,scooter,0.0,No,Metropolitian,17,4.4766794001374315
13295,35.0,4.3,Stormy,Low,0,Meal,motorcycle,1.0,No,Urban,24,2.9802493856658896
25715,37.0,4.6,Windy,Medium,0,Snack,motorcycle,0.0,No,Urban,29,7.772207463639913
38755,25.0,5.0,Stormy,Jam,2,Buffet,scooter,1.0,No,,20,20.506920853742784
4650,35.0,4.3,Stormy,High,0,Buffet,motorcycle,1.0,No,Metropolitian,36,6.1287577015808035
8223,23.0,4.9,Cloudy,Low,1,Buffet,scooter,1.0,No,Urban,12,7.862668167467362
22887,35.0,4.6,Sunny,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,33,20.178298581851102
21907,39.0,4.9,Stormy,Low,1,Buffet,scooter,0.0,No,Metropolitian,20,9.31330000279055
9619,38.0,4.9,Sunny,Medium,2,Snack,scooter,0.0,No,Urban,22,6.040455612142354
28980,32.0,4.9,Sandstorms,Jam,1,Snack,scooter,1.0,No,Urban,27,11.916705004855928
38510,31.0,4.7,Fog,Low,1,Snack,scooter,1.0,No,Urban,30,20.853426491864234
18321,33.0,4.9,Sunny,Jam,1,Drinks,motorcycle,1.0,No,Metropolitian,16,4.470286489054095
3063,27.0,4.7,Fog,Low,0,Buffet,motorcycle,0.0,No,Metropolitian,22,3.1162127423935866
44691,28.0,4.3,Fog,Jam,1,Drinks,scooter,1.0,No,Metropolitian,40,19.889978303746236
2115,30.0,4.9,Cloudy,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,42,17.077471212855382
7880,36.0,4.7,Fog,Medium,2,Drinks,scooter,0.0,No,Urban,19,9.21912356729158
21948,33.0,4.1,Cloudy,Medium,2,Drinks,scooter,1.0,No,Metropolitian,38,20.180936931742092
42899,34.0,4.8,Cloudy,Medium,0,Drinks,motorcycle,1.0,No,Urban,25,7.772596236220392
248,33.0,4.5,Stormy,Low,2,Buffet,scooter,0.0,No,Metropolitian,17,13.611566722180864
42406,30.0,4.6,Sunny,Low,0,Snack,motorcycle,0.0,No,Metropolitian,26,14.023232083141643
36541,23.0,5.0,Fog,Medium,2,Meal,electric_scooter,1.0,No,Metropolitian,28,10.808108342211563
7627,20.0,4.8,Sandstorms,Low,2,Meal,motorcycle,0.0,No,Urban,10,7.862668167467362
35717,25.0,4.9,Fog,High,1,Buffet,motorcycle,0.0,No,Metropolitian,24,1.5522933434725565
22079,22.0,4.7,Stormy,Jam,2,Meal,electric_scooter,0.0,No,Metropolitian,16,17.09838855660404
44819,37.0,5.0,Stormy,Low,1,Drinks,scooter,1.0,No,Metropolitian,19,14.021819246645988
40732,31.0,4.8,Fog,Low,0,Snack,motorcycle,0.0,No,Metropolitian,22,2.9962420088997117
13988,32.0,4.6,Stormy,Low,0,Buffet,motorcycle,0.0,No,Metropolitian,26,19.659824899493145
25288,23.0,4.6,Sunny,High,2,Drinks,motorcycle,0.0,No,Urban,16,6.217860329616785
5231,37.0,4.5,Stormy,Jam,2,Meal,scooter,1.0,No,Metropolitian,35,17.078029070253802
37043,37.0,4.9,Cloudy,Medium,1,Snack,scooter,1.0,No,Metropolitian,19,6.210137965573566
83,34.0,4.7,Sandstorms,Low,1,Drinks,scooter,0.0,No,Metropolitian,15,6048.631240095335
12335,28.0,4.6,Sunny,Jam,2,Drinks,electric_scooter,0.0,No,Urban,14,9.157921135508076
2053,25.0,4.6,Sandstorms,Jam,1,Drinks,motorcycle,1.0,No,Urban,25,17.09752652780791
43350,28.0,4.5,Sunny,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,23,6.081440796957423
18245,25.0,4.8,Fog,High,0,Buffet,motorcycle,1.0,No,Metropolitian,24,6.146967151883867
22776,29.0,4.8,Cloudy,High,1,Meal,motorcycle,1.0,No,Urban,28,1.5323350129507805
43874,38.0,4.6,Cloudy,Low,1,Snack,scooter,0.0,No,Urban,30,10.587819003023833
22762,23.0,4.1,Windy,Low,0,Meal,motorcycle,1.0,No,Metropolitian,24,9.435201537103644
25133,21.0,5.0,Sandstorms,Low,1,Meal,scooter,0.0,No,Metropolitian,10,1.4898452310399435
15255,25.0,5.0,Sunny,Jam,2,Drinks,scooter,1.0,No,Metropolitian,15,10.641051309792738
26072,21.0,4.7,Cloudy,Jam,2,Buffet,scooter,0.0,No,Metropolitian,34,19.9130095455962
20179,39.0,4.6,Windy,Low,1,Drinks,motorcycle,1.0,No,Metropolitian,20,13.970652398367218
27226,39.0,4.8,Cloudy,Jam,1,Snack,motorcycle,1.0,Yes,Metropolitian,41,12.240858273886175
43237,33.0,4.9,Cloudy,Low,1,Meal,scooter,1.0,No,Metropolitian,29,20.442929762531403
38551,35.0,4.9,Fog,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,31,9.121049806182535
11647,23.0,4.6,Cloudy,Medium,2,Meal,electric_scooter,0.0,No,Urban,11,6.146633645909954
15384,35.0,4.9,Cloudy,Low,1,Buffet,scooter,1.0,No,Metropolitian,15,7.448560816528524
41069,29.0,4.7,Sandstorms,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,24,10.757050667084805
32545,,,Cloudy,Jam,2,Snack,motorcycle,1.0,No,Urban,33,5959.281167984884
31591,35.0,5.0,Cloudy,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,34,7.550439931788738
41478,24.0,4.7,Stormy,High,2,Snack,scooter,1.0,No,,12,3.0600204998041343
8713,,,,,3,Drinks,scooter,0.0,No,Metropolitian,15,16.64732183076882
41145,33.0,4.6,Fog,Medium,2,Meal,scooter,0.0,No,Metropolitian,19,4.596738270226485
4191,28.0,4.8,Stormy,Jam,0,Drinks,motorcycle,,No,Metropolitian,25,12.420728618674662
22489,22.0,4.6,Fog,Low,2,Drinks,motorcycle,0.0,No,Metropolitian,11,1.5137650524747428
30212,31.0,4.7,Stormy,Low,0,Snack,motorcycle,1.0,No,Urban,24,17.137830077695
27034,39.0,4.6,Stormy,Low,1,Snack,motorcycle,0.0,No,Urban,24,9.180904863602354
31168,26.0,4.0,Windy,Low,0,Drinks,motorcycle,0.0,No,Urban,23,1.5582406274341698
31438,37.0,4.7,Windy,Low,0,Drinks,motorcycle,,No,Urban,20,13.786698988770876
37616,36.0,4.7,Sandstorms,Jam,2,Meal,motorcycle,1.0,No,Metropolitian,26,11.007734763545226
16170,34.0,3.8,Sunny,Jam,1,Snack,motorcycle,1.0,No,Urban,34,13.611163547830161
8343,25.0,4.9,Stormy,Jam,2,Buffet,scooter,1.0,No,Urban,26,9.31574510599364
5960,32.0,4.7,Fog,Low,2,Drinks,motorcycle,1.0,No,,16,1.5525809505003925
37687,26.0,4.6,Cloudy,Low,1,Buffet,scooter,0.0,No,Urban,16,1.5580833958912035
3853,39.0,4.4,Windy,Jam,0,Meal,motorcycle,1.0,Yes,Metropolitian,42,9.435201537103644
43988,32.0,4.4,Fog,High,1,Buffet,motorcycle,1.0,No,Metropolitian,39,6.146243658343158
23905,27.0,4.6,Sunny,Jam,0,Snack,motorcycle,0.0,No,Metropolitian,21,11.916994721377764
34605,39.0,3.6,Fog,Low,1,Meal,scooter,2.0,No,Metropolitian,38,13.989146264535234
41798,36.0,4.6,Fog,Jam,1,Meal,motorcycle,0.0,No,Metropolitian,46,10.881731319268983
29357,32.0,4.1,Stormy,Medium,2,Drinks,motorcycle,1.0,No,Metropolitian,32,13.990019508115392
29365,26.0,4.8,Cloudy,Low,2,Drinks,scooter,0.0,No,Metropolitian,16,1.5545063763453175
13904,35.0,5.0,Stormy,Jam,1,Buffet,motorcycle,1.0,No,Metropolitian,25,13.58251101109925
41939,25.0,4.8,Cloudy,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,24,3.040570257919934
5172,35.0,4.7,Cloudy,Low,2,Meal,motorcycle,1.0,No,Urban,28,10.711191521352108
26291,38.0,4.7,Fog,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,21,4.47034673387627
2295,32.0,4.5,Sunny,Medium,0,Snack,motorcycle,0.0,No,,26,20.253686746642945
32290,27.0,4.8,Sandstorms,Medium,1,Buffet,motorcycle,0.0,No,Urban,27,10.867138301963886
14700,23.0,4.8,Fog,Low,1,Drinks,motorcycle,1.0,No,Metropolitian,17,1.5126000863988953
4640,32.0,4.4,Windy,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,54,16.85257276943237
35045,38.0,4.4,Windy,Jam,1,Drinks,motorcycle,0.0,No,Metropolitian,43,16.72197157111591
12859,25.0,4.6,Fog,Low,1,Snack,motorcycle,1.0,No,Metropolitian,12,2.9371847548588135
26068,37.0,4.8,Sunny,Medium,0,Buffet,motorcycle,0.0,No,Metropolitian,27,6.036610249766438
37221,20.0,3.7,Sunny,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,49,7.562921044804813
37446,39.0,4.6,Fog,Low,0,Drinks,motorcycle,1.0,No,Urban,37,16.384366809208974
28972,35.0,4.6,Stormy,High,2,Snack,motorcycle,2.0,No,Metropolitian,34,1.543963302976782
19442,26.0,4.9,Cloudy,Jam,1,Snack,scooter,1.0,No,Metropolitian,36,12.116559162592038
42549,27.0,4.8,Fog,Low,1,Snack,scooter,0.0,No,Metropolitian,27,19.890503583969085
6502,20.0,4.7,Windy,Jam,1,Buffet,motorcycle,0.0,No,Urban,19,13.788169484063529
18421,34.0,4.8,Sandstorms,Low,0,Meal,motorcycle,1.0,No,Metropolitian,23,10.564409665779
21342,32.0,4.2,Sandstorms,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,32,7.573429885075215
5078,21.0,4.8,Cloudy,Medium,0,Buffet,motorcycle,2.0,No,Metropolitian,42,16.412254068454143
26941,25.0,4.7,Cloudy,Medium,2,Buffet,electric_scooter,0.0,No,Metropolitian,16,9.077679565380434
41466,22.0,4.9,Stormy,Low,2,Buffet,scooter,0.0,No,Metropolitian,13,17.297865752893937
37730,20.0,4.7,Cloudy,Medium,2,Drinks,electric_scooter,0.0,No,Urban,18,6.1285012141114485
31245,22.0,4.8,Sunny,Medium,1,Drinks,scooter,,No,Metropolitian,16,7.790237052859739
29214,36.0,4.8,Sandstorms,Low,0,Drinks,motorcycle,1.0,No,Urban,22,19.9130095455962
44756,30.0,4.6,Fog,Jam,0,Snack,motorcycle,0.0,No,Semi-Urban,46,10.704238934324659
28279,26.0,4.7,Windy,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,27,20.182068898090737
16164,22.0,4.7,Sunny,Jam,2,Buffet,motorcycle,1.0,No,Metropolitian,13,12.29361121817255
4974,36.0,4.3,Stormy,Low,0,Drinks,motorcycle,0.0,No,Metropolitian,32,1.5204190046400987
431,29.0,4.9,Cloudy,High,0,Drinks,motorcycle,1.0,No,Urban,27,6.081389116626873
37622,32.0,4.0,Stormy,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,45,10.757014337800447
45446,22.0,4.7,Windy,Jam,2,Buffet,scooter,1.0,No,Metropolitian,25,4.590648123922535
27673,37.0,4.9,Fog,Medium,2,Snack,scooter,0.0,No,Metropolitian,15,6.29013467758336
18960,29.0,4.3,Fog,Jam,1,Snack,scooter,2.0,No,Metropolitian,38,16.85257276943237
8313,20.0,4.8,Fog,Low,2,Drinks,scooter,0.0,No,Metropolitian,14,1.5135753242583971
28843,35.0,4.7,Windy,Low,1,Meal,scooter,0.0,No,Metropolitian,28,3.0188267879112627
6324,38.0,5.0,Stormy,Medium,1,Buffet,scooter,1.0,No,Metropolitian,30,6.037225392395853
11591,35.0,4.9,Cloudy,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,43,10.709003371340927
22871,32.0,4.1,Stormy,High,2,Drinks,electric_scooter,0.0,No,Metropolitian,34,6.217860329616785
23198,20.0,4.7,Stormy,Medium,1,Snack,motorcycle,1.0,No,Urban,25,4.540565975263399
45267,23.0,4.9,Cloudy,High,2,Buffet,scooter,0.0,No,Metropolitian,23,5.960345509745784
21385,39.0,4.4,Windy,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,40,4.609743187999516
23514,34.0,4.0,Stormy,Low,0,Drinks,motorcycle,1.0,No,Urban,30,3.105091523479756
36311,22.0,4.6,Stormy,Medium,2,Drinks,scooter,1.0,No,Metropolitian,23,13.969878141863575
15361,32.0,5.0,Stormy,Medium,1,Drinks,motorcycle,1.0,No,Metropolitian,31,4.539068202863132
13745,35.0,4.0,Windy,High,1,Buffet,scooter,1.0,No,Metropolitian,33,6.146633645909954
34685,22.0,4.9,Windy,Low,2,Meal,scooter,0.0,No,Urban,11,13.78828222007026
42866,,,Sandstorms,Low,1,Drinks,motorcycle,0.0,No,Urban,15,13.765756924366846
22818,23.0,4.6,Cloudy,Medium,1,Meal,motorcycle,0.0,No,Metropolitian,12,6.127106344198189
5321,39.0,4.2,Sunny,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,33,12.435183278380865
36350,37.0,4.9,Windy,Medium,1,Buffet,scooter,1.0,No,Metropolitian,28,6.29013467758336
21897,30.0,4.0,Windy,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,35,16.602467168307815
13649,24.0,4.5,Sandstorms,Low,2,Buffet,motorcycle,1.0,No,Urban,18,3.0594600776022856
9162,32.0,4.6,Sunny,Low,2,Buffet,electric_scooter,1.0,No,Urban,18,20.176811965428993
24441,29.0,5.0,Sunny,Medium,2,Snack,motorcycle,0.0,No,Urban,13,19.343830908142905
18246,34.0,4.8,Sunny,Jam,1,Buffet,scooter,1.0,No,Metropolitian,25,16.72129600978426
45157,22.0,4.7,Stormy,High,1,Buffet,scooter,1.0,No,Urban,25,3.0188245702754792
18772,36.0,4.4,Stormy,Medium,0,Drinks,motorcycle,2.0,No,Metropolitian,37,16.901659094554248
41726,36.0,4.8,Fog,Low,0,Snack,motorcycle,1.0,No,Metropolitian,40,13.97014466551021
10764,,,Sandstorms,Low,2,Drinks,scooter,,No,Metropolitian,24,1.5125976085836192
13802,,,,,3,Snack,motorcycle,1.0,No,Metropolitian,19,17112.927871656197
1555,38.0,4.4,Stormy,Medium,2,Drinks,scooter,1.0,No,Metropolitian,32,10.565936169711646
21479,21.0,4.9,Cloudy,Low,2,Snack,motorcycle,0.0,No,Metropolitian,11,9.193021332525273
31054,27.0,4.6,Fog,Jam,1,Drinks,scooter,1.0,No,Metropolitian,24,4.560926277678764
30925,20.0,4.5,Sandstorms,Low,2,Buffet,scooter,0.0,No,,18,20.181034547353573
20254,29.0,5.0,Sunny,Low,0,Snack,motorcycle,0.0,,Metropolitian,11,3.0189069964937083
11402,29.0,4.4,Windy,Low,0,Snack,motorcycle,1.0,No,Metropolitian,16,3.088211431840403
12854,23.0,4.9,Sandstorms,High,1,Meal,scooter,1.0,No,Metropolitian,29,1.5148058833007614
25131,38.0,4.1,Cloudy,Jam,2,Snack,electric_scooter,1.0,No,Metropolitian,44,13.215391250367563
32005,26.0,4.6,Sandstorms,Medium,1,Drinks,motorcycle,0.0,No,Urban,20,7.790362124590408
18463,26.0,4.8,Sandstorms,Low,2,Snack,electric_scooter,1.0,No,Metropolitian,17,14.02184017071988
1997,32.0,4.6,Fog,Medium,2,Snack,motorcycle,1.0,No,Urban,17,6.037448589994735
22747,31.0,4.3,Stormy,Jam,1,Snack,scooter,1.0,No,Metropolitian,32,10.711185800765131
39558,29.0,4.8,Sandstorms,Jam,1,Snack,motorcycle,1.0,No,Metropolitian,28,10.708220667174238
10012,21.0,4.2,Stormy,Jam,0,Drinks,motorcycle,0.0,No,Metropolitian,39,17.139219742239916
39521,,,,,0,Drinks,motorcycle,1.0,No,Metropolitian,25,3.0188267879112627
26326,27.0,4.6,Sunny,Jam,2,Snack,motorcycle,1.0,No,Metropolitian,18,7.660951720866
34098,32.0,3.7,Sandstorms,Jam,1,Drinks,scooter,2.0,No,Metropolitian,42,12.099096916592348
17417,22.0,4.9,Windy,Medium,2,Drinks,scooter,1.0,No,Metropolitian,26,12.464367396816794
40323,34.0,3.8,Cloudy,Low,2,Snack,scooter,0.0,No,Metropolitian,34,12.419572625596226
1558,35.0,5.0,Cloudy,Low,1,Buffet,scooter,1.0,No,Metropolitian,17,3.0734222595348126
33138,29.0,4.9,Fog,Low,0,Meal,motorcycle,1.0,No,Metropolitian,19,1.5522470216495257
5081,35.0,4.5,Sandstorms,Low,2,Buffet,motorcycle,1.0,No,Metropolitian,20,12.464390099410322
8201,30.0,4.2,Windy,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,47,13.405971717503242
32163,36.0,4.4,Sandstorms,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,31,12.29272274126012
32870,33.0,4.7,Cloudy,Jam,2,Meal,electric_scooter,0.0,No,Metropolitian,29,7.790489304916118
32141,,,Cloudy,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,21,3.0251492864361618
738,37.0,4.8,Sunny,Low,1,Drinks,motorcycle,1.0,No,Metropolitian,18,3.1044353979039836
10378,30.0,4.9,Fog,Jam,1,Snack,scooter,1.0,No,Metropolitian,39,13.611171805295367
709,32.0,4.9,Fog,Jam,1,Snack,motorcycle,1.0,No,Metropolitian,47,12.58026782216666
9464,36.0,4.9,Sandstorms,Low,2,Buffet,electric_scooter,0.0,No,Metropolitian,24,12.293502674211775
31866,38.0,5.0,Sunny,High,2,Buffet,motorcycle,0.0,No,Metropolitian,17,3.1049287720089502
43335,36.0,4.5,Cloudy,Low,1,Buffet,scooter,0.0,No,Metropolitian,15,8.937783115325379
18169,38.0,4.7,Cloudy,Jam,1,Drinks,scooter,,No,Metropolitian,48,10.867908640113983
5098,29.0,4.1,Sandstorms,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,28,3.018663449109917
45083,37.0,4.6,Fog,Jam,0,Drinks,motorcycle,0.0,No,Metropolitian,27,7.547357671389566
29557,20.0,4.7,Sandstorms,Medium,1,Snack,motorcycle,1.0,No,Metropolitian,20,13.969760213011874
21056,38.0,5.0,Cloudy,Medium,2,Meal,electric_scooter,2.0,Yes,Metropolitian,43,13.990192142123936
36988,25.0,4.7,Sunny,High,1,Buffet,scooter,0.0,No,Urban,10,6.218134914859964
43105,39.0,4.2,Sandstorms,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,48,13.582342704316641
44051,32.0,4.7,Cloudy,Jam,1,Buffet,scooter,1.0,No,Metropolitian,41,11.007734763545226
45246,25.0,4.6,Sandstorms,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,25,16.721467133839763
23307,26.0,5.0,Fog,Jam,2,Drinks,scooter,1.0,No,Urban,30,19.043071941938507
17792,27.0,5.0,Stormy,Low,1,Meal,motorcycle,0.0,No,Metropolitian,14,10.703215446477477
25065,29.0,4.8,Sunny,Low,2,Meal,electric_scooter,1.0,No,Metropolitian,20,3.073397298406802
30127,37.0,4.9,Sandstorms,Jam,1,Drinks,scooter,1.0,No,Metropolitian,25,9.074342228950233
16054,38.0,5.0,Sunny,Medium,1,Buffet,scooter,0.0,No,Metropolitian,23,9.157560325441995
18358,23.0,4.8,Cloudy,Medium,2,Snack,scooter,,No,Metropolitian,15,6.232179267915433
37813,29.0,5.0,Windy,Low,2,Buffet,motorcycle,0.0,No,Metropolitian,19,4.588387205688373
6824,33.0,4.8,Cloudy,Low,2,Drinks,scooter,0.0,No,Metropolitian,16,3.1089998008189426
15341,39.0,4.8,Sunny,Jam,0,Meal,motorcycle,1.0,No,Urban,25,7.660957436614773
35472,26.0,4.4,Windy,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,38,10.485700418877538
3116,32.0,4.9,Sandstorms,Low,0,Buffet,motorcycle,1.0,No,Urban,22,19.661098170302207
25646,28.0,4.5,Sandstorms,Low,0,Snack,motorcycle,1.0,No,Metropolitian,17,3.0406416222998804
14584,34.0,4.2,Fog,High,2,Drinks,scooter,0.0,No,Metropolitian,33,6.232193722965141
34858,28.0,4.7,Fog,Jam,1,Snack,motorcycle,1.0,No,Metropolitian,30,19.762388480865113
43725,34.0,4.9,Sunny,High,2,Meal,motorcycle,0.0,No,Metropolitian,16,6.210169290052349
39595,34.0,4.6,Cloudy,High,1,Meal,scooter,0.0,No,Metropolitian,34,5.958808071021072
23452,39.0,5.0,Cloudy,Low,2,Buffet,scooter,1.0,No,Metropolitian,18,9.313021564317346
29213,21.0,4.8,Sunny,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,17,1.532022771405787
20844,36.0,4.8,Sandstorms,Jam,0,Snack,motorcycle,0.0,No,Metropolitian,33,9.326577420898085
11641,30.0,4.7,Sandstorms,Low,2,Buffet,scooter,1.0,No,Urban,20,7.68360839728931
27502,31.0,4.3,Sandstorms,Jam,1,Meal,motorcycle,3.0,No,Metropolitian,42,14.045192461677232
29905,33.0,3.8,Stormy,Jam,2,Drinks,scooter,1.0,No,Metropolitian,35,11.719161130985865
24164,32.0,4.8,Stormy,Low,0,Meal,motorcycle,1.0,No,Urban,24,12.416871691376091
34722,34.0,4.3,Stormy,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,31,9.193469879457334
7162,31.0,4.3,Stormy,Jam,2,Snack,electric_scooter,1.0,No,Metropolitian,31,16.659903789478086
12689,22.0,4.7,Windy,Low,1,Buffet,motorcycle,0.0,No,Metropolitian,15,3.0251492864361618
24424,33.0,4.7,Fog,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,27,4.610367445353758
17588,39.0,4.1,Cloudy,High,1,Buffet,motorcycle,0.0,No,Metropolitian,32,3.024980854855099
1549,29.0,4.6,Windy,Jam,1,Snack,motorcycle,1.0,No,Metropolitian,20,9.192770952364272
44305,30.0,4.6,Sandstorms,Jam,0,Buffet,motorcycle,2.0,No,Urban,44,20.17900385808636
36056,25.0,4.8,Sandstorms,Medium,0,Snack,motorcycle,0.0,No,Metropolitian,10,7.5467812205384925
21613,25.0,4.6,Stormy,Low,0,Buffet,motorcycle,0.0,No,Urban,16,11.007734763545226
4068,24.0,4.8,Sunny,Jam,2,Meal,electric_scooter,0.0,No,Metropolitian,14,16.635798060885406
13298,27.0,4.7,Sandstorms,Jam,1,Snack,motorcycle,,No,Metropolitian,23,12.420345124010046
25903,24.0,4.9,Cloudy,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,26,7.546800541109527
16224,23.0,4.7,Sandstorms,High,2,Drinks,motorcycle,1.0,No,Metropolitian,24,6.175440417076044
41967,30.0,4.9,Windy,Jam,2,Snack,electric_scooter,1.0,No,Metropolitian,33,4.658001278870051
26513,37.0,4.6,Cloudy,Low,2,Drinks,scooter,0.0,No,Urban,19,7.601681384925355
25787,31.0,4.5,Stormy,High,1,Drinks,motorcycle,0.0,No,Metropolitian,29,3.1162485105714386
39786,39.0,3.6,Fog,Low,1,Drinks,motorcycle,1.0,No,Metropolitian,36,20.442929762531403
12894,20.0,5.0,Fog,Medium,2,Drinks,scooter,0.0,No,Urban,13,9.193093962383628
31428,33.0,4.9,Sunny,Jam,1,Drinks,scooter,1.0,No,Metropolitian,20,9.1214915437532
10458,35.0,4.9,Fog,Low,2,Snack,motorcycle,0.0,No,Metropolitian,17,1.5581398086149354
3803,28.0,4.5,Windy,Jam,2,Buffet,scooter,0.0,No,Metropolitian,24,17.297865752893937
3566,21.0,4.9,Fog,Medium,1,Meal,scooter,1.0,No,Metropolitian,12,4.717601091654031
5174,38.0,3.7,Sandstorms,Jam,1,Snack,scooter,1.0,No,Metropolitian,39,13.829019124510912
32472,22.0,5.0,Fog,Low,0,Meal,motorcycle,1.0,No,Metropolitian,22,7.790314135648433
20992,32.0,4.3,Windy,Low,0,Meal,motorcycle,1.0,No,Metropolitian,22,3.0250863303039974
6707,30.0,4.6,Stormy,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,39,9.061282951813663
14402,35.0,4.9,Cloudy,Medium,2,Snack,electric_scooter,1.0,No,Metropolitian,18,4.469162258504094
10653,30.0,4.8,Sunny,Medium,2,Buffet,motorcycle,1.0,No,Metropolitian,18,10.723286945943729
31157,24.0,4.9,Fog,Jam,0,Drinks,motorcycle,0.0,No,Metropolitian,42,13.611337814376796
6271,31.0,4.7,Fog,Low,1,Meal,motorcycle,0.0,No,Metropolitian,15,2.9794101127707657
27933,15.0,1.0,,,3,Buffet,electric_scooter,1.0,No,Metropolitian,27,4.6566490276703165
32076,,,Sunny,Low,2,Meal,scooter,1.0,No,Metropolitian,22,19.39600863175543
1429,27.0,4.6,Stormy,Low,2,Drinks,scooter,1.0,No,Metropolitian,17,4.470286489054095
31623,28.0,4.9,Windy,Low,1,Buffet,scooter,0.0,No,Metropolitian,12,3.0589506429001907
33,,,Cloudy,Medium,1,Drinks,scooter,1.0,No,Metropolitian,33,12.23672361637089
10746,23.0,4.1,Windy,High,0,Snack,motorcycle,1.0,No,Metropolitian,35,6.232403352119182
5233,26.0,5.0,Sandstorms,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,18,4.537860441962009
31185,21.0,4.9,Stormy,Jam,2,Snack,scooter,1.0,No,Metropolitian,27,7.762547474520606
1550,38.0,4.9,Sandstorms,Jam,2,Meal,scooter,2.0,No,Metropolitian,34,4.529611222544099
1888,37.0,4.6,Fog,Low,2,Drinks,scooter,1.0,No,Metropolitian,15,1.5725337265584898
38254,32.0,4.9,Stormy,Low,2,Snack,motorcycle,1.0,No,Urban,27,7.660316911888339
18885,22.0,4.6,Sunny,Low,0,Meal,motorcycle,0.0,No,Metropolitian,18,1.5100862736671108
11979,39.0,4.3,Windy,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,23,1.554551170602139
5221,34.0,4.8,Cloudy,Jam,2,Snack,scooter,0.0,No,Metropolitian,49,14.152800689506924
9414,25.0,3.1,Sunny,Low,1,Drinks,scooter,1.0,No,Metropolitian,36,13.611283046259633
38801,28.0,5.0,Fog,High,2,Meal,scooter,1.0,No,Urban,21,1.4899874063667513
39722,33.0,4.2,Windy,Jam,2,Buffet,scooter,1.0,No,Metropolitian,33,4.464828880620316
36961,30.0,4.7,Cloudy,High,0,Meal,motorcycle,1.0,No,Metropolitian,31,3.0594433396653913
